vibe::percussive,vibe::raw,vibe::euphoric,vibe::vocal,vibe::intense,vibe::piano,mood_top,genre_pred,energy_rms,engagement,track_id,vibe::dreamy,vibe::minimal,vibe::instrumental,vibe::driving,vibe::dark,vibe::deep,vibe::warm,vibe::hypnotic,vibe::punchy,vibe::atmospheric
1.9623,,1.0397,,,,percussive / euphoric / hypnotic,percussive,0.51082,0.7357,210906515,,0.6693,,,,,0.8761,1.0392,,0.7527
,,,,,2.2402,piano / atmospheric / dreamy,piano,0.89548,1.35456,202048623,2.0555,,1.9218,,,1.8131,,1.8273,,2.1987
,0.006,,0.4252,,-0.6688,vocal / raw / piano,vocal,-1.8076,-1.37816,214679415,,,,,-0.7951,,,-0.8688,,-1.1926
0.1179,0.1708,-0.6986,,,,raw / percussive / warm,raw,-0.77147,-0.83165,80355869,,,-0.8045,,,,-0.536,,-0.6893,
,-0.5624,,-0.1818,,-0.7967,vocal / dark / punchy,vocal,-0.99507,-0.95626,68796145,,,,,-0.4577,-0.7652,,,-0.4641,
0.0848,0.7612,,0.2976,,,raw / dark / vocal,raw,-0.14858,-0.78339,77308048,,,,-0.068,0.3388,0.1443,,,,
,-0.1776,,0.4014,,,vocal / warm / punchy,vocal,-0.42909,-0.55332,51803640,,,,-0.1941,-0.0659,,-0.0289,,-0.0455,
0.5481,-0.8806,-1.6654,-1.136,,,percussive / raw / vocal,percussive,-1.26307,-1.65635,144723816,-1.521,,,,,,,,-1.5868,
,,,,1.3088,0.8836,punchy / dark / intense,punchy,1.08952,0.31685,214677275,,,,,1.6163,1.1853,,0.9811,2.0929,
,,2.378,,1.554,1.9528,euphoric / hypnotic / punchy,euphoric,0.85499,1.19571,256307205,,,,,,1.6341,,2.3378,2.1608,
0.4633,,0.553,,0.5312,,punchy / euphoric / intense,punchy,0.31728,-0.12955,234264960,,,,,-0.1435,,-0.0462,,0.6925,
,,,,,,warm / hypnotic / atmospheric,warm,0.22103,1.07926,152814301,0.8754,,,,0.8876,0.8952,1.576,1.0314,,0.9287
0.4234,-0.8757,-1.2721,-0.5275,,-0.8781,percussive / vocal / raw,percussive,-1.42534,-1.38249,57400069,-1.0387,,,,,,,,,
0.73,,,,,,percussive / warm / punchy,percussive,-0.61721,-0.899,128723449,-0.8869,-1.0114,,-1.263,,,-0.4168,,-0.6464,
,,1.2641,,1.3416,,punchy / intense / warm,punchy,1.29019,0.93478,159890712,,,,1.0898,,,1.3243,1.1123,1.7649,
,0.0678,,0.2107,,,vocal / raw / deep,vocal,-0.67224,-0.64321,207313178,,,-0.2899,,-0.3358,-0.2265,,,,-0.3396
,,,,,1.2386,minimal / atmospheric / driving,minimal,0.48448,0.77812,267400672,1.4338,1.6877,1.3288,1.4624,,,,,,1.4733
,,,,1.5561,,atmospheric / intense / warm,atmospheric,1.3404,1.28027,138884456,,,,1.463,1.3471,,1.5191,,1.4601,1.5649
1.932,,,,,1.1219,minimal / percussive / warm,minimal,0.18726,1.06233,223797497,1.2547,1.983,,,,,1.4226,1.2555,,
,0.9999,1.0912,1.4619,,,vocal / dreamy / warm,vocal,0.27688,1.17132,68564829,1.2637,,,0.9175,,,1.159,,,
-1.411,,,,-1.5673,,dark / punchy / deep,dark,-1.48487,-2.31246,94892817,,,,,-0.0224,-0.7765,,-1.0691,-0.5965,
,-0.1907,,-0.1239,,,punchy / deep / vocal,punchy,-0.22199,-0.4779,4946577,,,,,-0.1729,-0.079,-0.2993,,0.2915,
0.4358,,0.3079,,0.5877,,punchy / dark / intense,punchy,0.70617,-0.45978,113851449,,,,,0.7959,0.4218,,,1.9856,
1.1325,0.5079,0.4774,,0.576,,percussive / dark / driving,percussive,0.67465,-0.22622,103859284,,,,0.7857,0.8185,,,,,
0.8837,-0.3629,-0.2478,,,,percussive / warm / punchy,percussive,-0.01054,-0.66813,244625209,,,,,-0.2845,,0.4221,,0.3451,
0.714,,0.0969,,0.6067,,punchy / percussive / intense,punchy,0.53487,-0.29727,216159453,,,,-0.0066,0.2477,,,,0.8253,
,,,,,0.2983,hypnotic / minimal / warm,hypnotic,-0.12802,0.31472,217290412,0.3517,0.6185,,,,,0.5749,0.7613,,0.3902
2.5483,0.2734,1.0871,,1.0651,,percussive / euphoric / intense,percussive,1.16177,-0.39667,178175822,,,,,0.2804,,,,1.0295,
0.5873,-0.0116,-0.3601,0.0167,-0.4922,,percussive / vocal / raw,percussive,-0.36769,-1.03948,202301836,,,,,,,,,-0.7108,
,0.5349,,1.2798,,,vocal / dark / raw,vocal,-0.3014,-0.04759,196968694,,,,,0.8877,0.3223,,0.2958,,0.5131
1.1603,,-1.5455,,-1.1128,,percussive / intense / deep,percussive,-1.04827,-1.83256,152592950,-1.4128,,,,,-1.3987,,,,-1.5657
,0.7012,,,0.8605,,dark / punchy / intense,dark,0.67296,-0.07917,16651900,,,,0.6369,1.6482,0.8578,,,1.033,
,,0.1013,,0.0444,,punchy / dark / hypnotic,punchy,0.11039,-0.19886,233689202,,,,,0.7759,0.1301,,0.3166,1.0504,
0.655,-0.1672,,,,,percussive / punchy / warm,percussive,0.1691,-0.39078,204452271,,-0.1356,,0.162,,,0.3688,,0.5797,
0.5559,-0.5736,,,,,percussive / punchy / dark,percussive,-0.40115,-1.09029,76156508,,,,,-0.4198,-0.609,-0.5331,,-0.0124,
-0.8607,-0.7925,,-0.8851,,,punchy / raw / percussive,punchy,-0.95731,-1.75634,33495734,,,,,-1.1537,-1.2202,,,-0.2579,
0.1727,-0.9206,-0.9961,,,,percussive / dark / raw,percussive,-0.87409,-1.44538,90827834,,,,,-0.9092,,-1.3214,,-0.9441,
0.1873,-0.7965,-0.7367,,-0.9861,,percussive / euphoric / raw,percussive,-0.68092,-1.36296,34078390,,,,,-0.9361,,,,-0.7976,
,,,,,,minimal / dreamy / deep,minimal,-0.53402,0.37202,91942965,1.5806,1.7636,1.2014,0.7328,,1.4522,,,,0.9706
-0.5509,-0.2961,-0.3607,,,-0.5037,hypnotic / punchy / raw,hypnotic,-0.83186,-1.0625,62070917,,,,,,,,0.0008,-0.0085,
,,,,0.6149,,punchy / dark / deep,punchy,0.58729,0.23058,114177923,,,,0.6715,1.1052,1.0723,,0.5727,1.2087,
,,,1.7183,,1.5307,dreamy / vocal / instrumental,dreamy,-0.08002,1.24731,29273835,2.218,1.564,1.6611,,,,,,,1.4242
1.2226,-1.3841,-1.4726,,,,percussive / punchy / warm,percussive,-0.62065,-1.49571,93998915,,,,-1.1933,,,-1.1052,,-0.9789,
,,,-0.9766,,-1.0447,minimal / dreamy / vocal,minimal,-1.92796,-1.48747,7629666,-0.8138,-0.4397,-1.1766,,,,,-1.1102,,
1.0532,0.7718,,0.0043,,,percussive / raw / instrumental,percussive,-0.48287,-0.50215,75900626,-0.3844,-0.0335,0.0465,,,,,,,
,,,,,,punchy / minimal / dark,punchy,-0.11537,-0.38412,85366378,,0.4977,,,0.2952,0.1931,0.1944,0.2444,0.9325,
,,1.2929,,1.4663,,punchy / dark / intense,punchy,1.07402,0.21966,138370875,,,,,1.5502,0.7939,,,1.9398,0.7892
,0.6033,0.5573,,,,dark / punchy / hypnotic,dark,0.28501,0.28617,98165535,,,,0.4803,0.8804,,,0.7183,0.8793,
,0.8151,,,,,driving / deep / raw,driving,0.48628,0.40017,73434784,0.5694,,0.6604,1.1646,0.7623,0.8477,,,,
,0.5028,0.5707,0.397,0.793,,dark / intense / deep,dark,0.20102,-0.16826,32530285,,,,,0.7945,0.6764,,,,
0.7575,,,,,1.5358,piano / minimal / hypnotic,piano,0.5719,0.63993,133047839,,1.214,,,,,0.7625,1.0485,,0.7483
,,,,-0.0595,0.9288,piano / punchy / hypnotic,piano,-0.13259,-0.18959,230927440,,0.2082,,,,,,0.5578,0.9056,0.09
-0.4435,-0.4976,,,,,punchy / minimal / dark,punchy,-0.55499,-0.87032,35836630,,-0.2594,,,-0.3014,,-0.3879,,-0.2003,
,,,,,,punchy / warm / dark,punchy,-0.47401,-0.69751,246783761,,-0.5751,,-0.4713,-0.4464,-0.4605,0.2919,,0.4874,
,,,,0.3439,,hypnotic / minimal / warm,hypnotic,-0.17325,0.25665,160969165,,0.8939,,,0.4405,0.5392,0.5884,0.9025,,
1.2237,-1.5263,-0.1682,-1.4531,-1.4114,,percussive / euphoric / intense,percussive,-1.31353,-1.85439,240762718,,,,,,,,,-1.9577,
,0.8019,,,,,raw / driving / minimal,raw,-0.34255,-0.42367,263572083,,0.2509,0.0324,0.3464,0.1636,,0.1161,,,
,,,0.5476,,,vocal / dreamy / instrumental,vocal,-1.1566,-0.78163,63463627,0.1042,-0.4077,-0.0185,,,-0.4583,,,,-0.392
0.873,,0.5247,,0.7385,,punchy / dark / deep,punchy,0.83009,0.02962,74305649,,,,,1.0005,0.8947,,,1.3736,
,,,,,,dreamy / atmospheric / minimal,dreamy,0.40223,1.02529,50814675,1.7113,1.4108,1.4026,1.4016,,,,1.2967,,1.4445
0.4001,,,0.6828,,,vocal / dark / percussive,vocal,0.18267,-0.01696,27894123,,,0.1695,,0.4491,,,0.2482,0.1573,
1.2219,,1.3726,1.1137,,,atmospheric / hypnotic / euphoric,atmospheric,0.85638,0.96673,57043587,,,,,1.3458,,,1.3938,,1.4256
0.2252,,0.1891,,0.622,,punchy / intense / dark,punchy,0.36856,-0.38945,37089994,,,,,0.5253,,,,0.8987,0.0872
,0.6336,,0.52,,,driving / raw / dreamy,driving,0.31059,0.25541,180733356,0.5998,0.583,,0.7127,,,0.5619,,,
,,,,,0.5804,piano / dreamy / warm,piano,-0.78786,0.02731,72240430,0.4647,0.3354,,,,,0.3609,0.2477,,-0.4107
-0.0965,0.3171,,0.2755,-0.0656,,raw / vocal / driving,raw,-0.11766,-0.32768,54052694,,,,0.0328,-0.116,,,,,
,1.4636,,,1.1304,,dark / punchy / raw,dark,0.60277,-0.12809,193116888,,,,,1.8032,1.2248,,0.6916,1.4751,
0.5305,,0.2732,,,0.3358,warm / hypnotic / percussive,warm,0.15626,0.34916,71767771,,,,,,,0.6004,0.5517,0.4542,
,,,,,,punchy / minimal / atmospheric,punchy,0.09868,0.00514,1560896,0.3395,0.4053,,,0.0723,,,0.1627,0.6856,0.3869
,,,,,,warm / dark / punchy,warm,0.87471,1.34309,248944035,,,,,1.9276,1.6961,1.9348,1.6237,1.7184,1.4968
2.0652,,0.1961,-0.5413,-0.2485,-0.5618,percussive / euphoric / intense,percussive,-0.21355,-0.69246,164839551,,,,,,,,,,-0.6909
,,1.3305,,1.2459,,punchy / warm / dark,punchy,1.05447,1.07519,57467304,,,,,1.4368,,1.5861,1.3153,1.7155,
,,,,,1.5161,minimal / piano / instrumental,minimal,0.06135,0.38435,160966198,0.8071,1.7051,1.2581,,,,0.8447,,1.1022,
,,,,,0.9894,punchy / hypnotic / piano,punchy,0.49306,0.58301,245667153,,,,,0.7515,,0.8507,1.0677,1.4648,0.7923
2.5126,,-0.337,,-0.5202,-1.0374,percussive / euphoric / intense,percussive,-0.12193,-1.10626,195650333,,,,,,,,-1.1399,-0.635,
1.2485,,1.1999,,0.8876,,warm / percussive / euphoric,warm,0.81705,1.03896,243803324,,,,,,,1.4809,0.9217,,0.8766
,,0.5611,0.4004,,0.4282,warm / hypnotic / euphoric,warm,-0.2683,0.72935,65929435,,,,,,,1.3974,0.7747,,0.4237
,,,,,-0.0512,hypnotic / dreamy / atmospheric,hypnotic,-0.86815,-0.27881,91919865,0.2397,-0.154,,,,,-0.2564,0.2828,,0.0971
,,,,,,punchy / dark / warm,punchy,0.25662,-0.04767,243868070,,,,0.1604,0.5267,,0.4349,0.3916,0.9835,0.0889
,,0.6875,,0.209,,hypnotic / euphoric / dark,hypnotic,-0.03512,0.08962,161587048,,,,,0.481,,0.3333,0.7282,0.4073,
,,,,,,deep / dark / hypnotic,deep,0.27365,0.73046,165971007,,1.1307,,,1.3524,1.4144,,1.338,1.0712,1.1089
,,0.6262,,1.1978,,punchy / dark / deep,punchy,0.81152,-0.11906,37841357,,,,,1.5688,1.3327,,1.1712,2.2661,
,,,,1.175,,punchy / dark / intense,punchy,1.15557,0.69761,149893404,,,,0.9696,1.2147,,1.0843,0.9851,1.994,
,,1.03,,1.2087,,punchy / dark / intense,punchy,0.88853,0.47825,239903631,,,,0.9865,1.615,,1.1452,,1.6441,
0.7731,,1.0737,,1.0712,,punchy / euphoric / intense,punchy,0.97547,0.06326,155514041,,,,,0.6839,,,0.3106,1.7521,
,,,,,0.9194,punchy / warm / piano,punchy,0.2116,0.25472,28738557,,,,,0.72,0.5672,0.9371,0.8166,1.5606,
,0.7087,,0.6728,,,warm / dreamy / hypnotic,warm,0.11222,0.82335,89314402,0.922,,,,,,1.2147,0.8295,,0.7192
-0.3989,-1.6425,-1.3195,,,,percussive / euphoric / raw,percussive,-1.71259,-1.70634,140287082,-1.7129,,-1.9425,,,-1.8366,,,,
,,,-0.7841,,-0.4035,minimal / piano / hypnotic,minimal,-1.39597,-1.29438,32635683,,-0.145,,,,-0.6673,,-0.5727,,-0.6745
,,,2.3325,,2.1889,atmospheric / vocal / instrumental,atmospheric,1.11831,1.72342,261169857,2.1421,,2.299,,,,,2.2071,,2.3828
,,,1.5285,,,dark / driving / atmospheric,dark,0.97387,1.43857,82868726,,1.5686,,1.9266,2.0713,,,1.7321,,1.9018
,,1.5437,,1.5868,,intense / euphoric / warm,intense,1.10618,1.02928,65788230,,,,1.2734,1.3336,,1.4039,,0.9151,
,,,,,-0.2194,punchy / warm / dark,punchy,-0.51952,-0.41876,236461457,,,,,-0.1315,,-0.1006,-0.2489,0.3145,-0.3825
-0.3711,,,,,-0.3615,minimal / punchy / warm,minimal,-0.51775,-0.51121,243204114,,0.1427,,,,,-0.1535,-0.1925,-0.0851,
0.9601,,,,,,percussive / punchy / dark,percussive,0.15428,-0.67349,256994579,,-0.0671,,,0.0528,-0.0384,-0.2507,,0.5145,
,,2.6773,,2.8285,2.6971,intense / piano / euphoric,intense,1.95999,2.03113,109357531,,,,,,,2.6019,2.1601,2.3841,
,0.7708,,0.138,,,raw / dark / driving,raw,-0.17379,-0.52132,5805578,,,,0.4269,0.7595,0.3531,,,0.2017,
,,,,,1.4719,driving / dreamy / piano,driving,0.98002,1.16937,254609530,1.8472,1.3915,1.3443,2.3205,,,1.4072,,,
,0.6114,,,0.8882,,dark / driving / punchy,dark,0.69634,0.05175,105596511,,,,1.2763,1.4633,0.5457,,,0.9625,
0.2267,0.1938,,0.5431,,,vocal / percussive / raw,vocal,-0.63747,-0.78193,33643883,-0.2838,,-0.5534,-0.6498,,,,,,
0.7374,0.1189,-0.1327,0.4178,-0.077,,percussive / vocal / raw,percussive,-0.51577,-0.54896,98813256,-0.439,,,,,,,,,
1.0191,,,,,1.1633,minimal / piano / dreamy,minimal,0.5176,0.67268,112400191,1.0636,1.6924,0.9398,,,,,,1.0562,
,,,,,,deep / minimal / instrumental,deep,-0.00409,0.15126,106980849,1.0125,1.2255,1.0664,,,1.2495,,0.9078,,0.8748
,,,,,,deep / minimal / punchy,deep,-0.39707,-0.45278,243895137,,0.2107,-0.09,,,0.3611,,-0.0295,0.1502,-0.0264
2.5268,,1.0205,,0.499,,percussive / euphoric / hypnotic,percussive,0.62788,0.16113,14202885,,,,,,,0.1407,0.9543,0.4611,
,,,0.9327,,,instrumental / punchy / minimal,instrumental,0.34634,-0.09227,205715797,0.728,1.0756,1.2337,0.8181,,,,,1.1609,
-0.3046,,,,,,punchy / dark / deep,punchy,-0.30982,-0.48274,113279507,,,,,-0.078,-0.0955,,-0.3608,0.1417,-0.193
,,,0.0402,,,warm / minimal / dreamy,warm,-0.44366,0.11234,185576928,0.2465,0.5532,0.0547,-0.0105,,,0.655,,,
-0.9848,,,,,,deep / punchy / percussive,deep,-1.3264,-1.51849,80707450,,-1.081,,,-1.0476,-0.355,-1.3433,,-0.9162,
-0.0509,0.1099,,,,-0.0379,minimal / deep / instrumental,minimal,-0.68631,-1.00119,96847335,,0.668,0.1612,,,0.1809,,,,
-0.2489,,,,,-0.2242,punchy / hypnotic / deep,punchy,-0.5578,-0.76515,44556556,,-0.2787,,,,-0.2002,,-0.1264,-0.1136,
,,,,,0.8121,minimal / piano / instrumental,minimal,-0.56178,-0.01832,34378253,0.7592,1.3213,0.772,,,,,0.5051,,0.1009
-0.2859,-0.1536,,-0.2291,,,atmospheric / raw / vocal,atmospheric,-0.98669,-0.9261,76914977,-0.336,,,,-0.3183,,,,,-0.1293
0.9474,,-0.9968,,,,percussive / euphoric / warm,percussive,-1.02589,-1.33889,196030916,-1.5346,,,-1.6827,,,-1.4852,,-1.5107,
,,,-0.8974,,-0.5818,minimal / piano / hypnotic,minimal,-1.68343,-1.11721,221220725,-0.7913,-0.001,,,,,,-0.7405,,-0.812
0.4055,,-0.1318,-0.0438,,,percussive / vocal / punchy,percussive,-0.21933,-0.33154,174152692,,,,-0.4649,,,-0.17,,-0.1294,
,1.7919,,2.8993,,1.0657,vocal / raw / dreamy,vocal,-0.33357,0.61327,166477857,1.4997,,1.3837,0.9602,,,,,,
,,,1.7413,,1.0998,dreamy / vocal / minimal,dreamy,-0.24862,0.9557,229922147,1.913,1.6723,1.5818,,,,,,,1.1259
,,,,,,warm / dark / atmospheric,warm,0.72048,0.9835,149061210,1.0883,,,,1.227,1.0919,1.4061,1.0988,,1.156
,,,,,0.808,dreamy / atmospheric / warm,dreamy,-0.31008,0.93077,15737235,1.5669,,,,,0.8488,0.9052,0.7863,,1.0245
2.1484,,1.1408,,0.4479,,percussive / warm / euphoric,percussive,0.88109,0.37303,168126046,,,,,0.5493,,1.282,,0.8118,
,,,,1.0632,,dark / warm / hypnotic,dark,0.63255,0.94707,118146347,,,,,1.3574,1.0398,1.2368,1.1994,1.1068,
1.1597,-0.5418,-1.0756,-1.0693,-0.455,,percussive / intense / punchy,percussive,-0.238,-1.25518,200850686,,,,,,,,,-0.489,
-0.4781,,,,,-0.3599,hypnotic / minimal / piano,hypnotic,-0.86248,-0.83136,260498649,,-0.3357,,,,-0.361,,-0.2971,-0.4689,
,,,,,1.6856,deep / hypnotic / atmospheric,deep,0.25829,0.79197,108186408,,,1.7347,,1.8963,3.0201,,2.1001,,1.9036
0.5993,,-0.648,,-0.566,,percussive / punchy / intense,percussive,-0.31197,-1.24239,115400031,,,,-1.0228,,-1.0006,,,-0.2584,
1.4591,,-0.2455,0.0633,-0.7125,-0.664,percussive / vocal / euphoric,percussive,-0.39497,-0.92695,67645610,,,-0.8133,,,,,,,
,,2.1806,,,,warm / euphoric / hypnotic,warm,0.10326,1.77798,44722870,,,,0.691,0.8379,,2.4956,1.3348,,0.806
,,1.3705,1.4624,1.6309,1.4998,intense / piano / instrumental,intense,1.24563,1.22779,119319950,1.3569,,1.4735,,,,,,,
,,,,,3.5851,piano / atmospheric / dreamy,piano,1.1369,2.25457,55534612,2.795,2.4109,,,,2.7308,,2.2753,,3.2345
1.5621,,2.0572,,,,warm / euphoric / punchy,warm,1.46273,1.69577,82078459,,,,1.4127,,,2.4998,1.5587,1.5948,
0.9484,1.2387,1.1423,1.4857,,0.4015,vocal / raw / euphoric,vocal,-0.15132,0.60086,36512899,0.3486,,,,,,,,,
,,,,,0.4982,punchy / piano / minimal,punchy,-0.14863,-0.64533,55203398,,0.3094,,,0.1825,-0.0512,,-0.0086,0.9335,
3.2441,,1.5684,,,,percussive / euphoric / warm,percussive,0.96293,0.87099,2007115,,0.7705,,,,,1.3459,0.6428,0.6253,
,1.3992,,1.0036,,,raw / vocal / minimal,raw,-0.28229,-0.00481,133995966,,0.9852,0.874,,0.698,0.9734,,,,
-0.4481,-0.233,,-0.1332,,,vocal / raw / percussive,vocal,-1.12387,-1.06812,41862380,-0.7845,-0.8386,-0.8547,,,,,,,
,,,-0.6903,,,minimal / dreamy / deep,minimal,-1.30682,-1.03682,165913631,-0.4552,-0.0727,-0.6166,,-0.674,-0.5586,,,,
,,,,,,minimal / dreamy / warm,minimal,-0.7624,-0.53712,147179104,-0.0242,0.2763,-0.1559,,-0.1921,-0.0431,-0.0264,,,
,,,,,,punchy / dark / deep,punchy,0.25641,-0.05943,155908509,,0.4304,0.6071,0.5645,0.7343,0.6228,,,1.0198,
-0.1459,-0.0259,,0.9205,,-0.0438,vocal / deep / raw,vocal,-0.90283,-0.58967,205543150,,,,,,0.2177,,,,-0.1041
,,,,,,minimal / hypnotic / deep,minimal,0.36339,0.36126,232899337,,1.6518,1.1003,,,1.27,,1.3819,0.9687,1.2434
,,,,,,hypnotic / minimal / deep,hypnotic,-0.58456,0.2515,175452700,,1.5195,0.7902,,1.1723,1.2711,,1.532,,1.1902
1.6977,,1.9569,,1.6601,,euphoric / atmospheric / percussive,euphoric,1.48472,1.54615,14831138,,,,1.6728,,,,1.6813,,1.9475
3.1349,,2.1218,,1.4374,,percussive / euphoric / intense,percussive,1.36166,0.48432,51494034,,,,,,,0.0796,,1.0071,0.4253
2.4744,0.8495,1.1082,,0.178,,percussive / euphoric / raw,percussive,0.30355,-0.48012,68588866,,,,,,-0.1405,,,,-0.1402
,1.1139,,1.4922,,1.0898,instrumental / vocal / minimal,instrumental,-0.11786,0.56818,124010435,1.2836,1.2956,1.6955,,,,,,,
0.7051,,-0.2086,,0.169,,percussive / dark / intense,percussive,0.11661,-0.65567,110406975,,,,-0.1724,0.36,0.0624,,,,
0.8437,-1.1232,-0.8074,-0.8198,-1.9807,-1.7204,percussive / euphoric / vocal,percussive,-1.44605,-2.00112,203201580,,,,,,,,,,
-0.0486,,,,,,warm / percussive / dark,warm,-0.26343,-0.31413,34186350,,-0.2026,,,-0.0746,,-0.0111,,-0.0833,-0.2137
-0.0468,,,,,0.1754,minimal / atmospheric / hypnotic,minimal,-0.45182,-0.37121,138744353,0.3206,0.7329,,,,,,0.3687,,0.3912
,0.8263,,1.5686,,0.5277,vocal / raw / dreamy,vocal,-0.57615,0.16253,759385,0.7045,0.3735,0.4676,,,,,,,
0.5477,,-0.1955,,-0.2765,,percussive / dark / hypnotic,percussive,-0.15567,-0.51329,100875985,,,,,-0.0188,,,-0.0482,-0.0681,
-0.2354,,,,-0.8305,,punchy / percussive / intense,punchy,-0.6617,-1.75936,166399018,,,,,-1.2522,-1.2648,,,-0.0904,-1.2742
0.1023,,,,,,percussive / dark / driving,percussive,-0.43024,-1.05842,72376457,,,,-0.1742,-0.0933,-0.8748,-0.8417,,-0.4387,
,1.3982,1.892,2.8995,1.0266,1.1249,vocal / euphoric / raw,vocal,-0.18125,0.75823,10527374,,,0.8276,,,,,,,
0.9732,,0.0757,,0.0651,,percussive / punchy / dark,percussive,0.34385,-0.44418,221103082,,,,0.1473,0.1745,,,,0.1899,
0.3153,,,,,0.0524,minimal / percussive / warm,minimal,-0.52917,-0.13051,72905282,-0.1942,0.5776,,,,,0.2746,0.0149,,
-0.1023,,,,,-0.4466,minimal / percussive / dreamy,minimal,-0.5611,-0.82676,236832521,-0.2842,-0.0325,,,,,-0.613,,-0.4779,
-0.3673,,-1.6674,,,,percussive / punchy / warm,percussive,-1.58888,-1.64723,188665843,,-1.652,,,,,-1.461,-1.5595,-1.4178,
-0.7087,,,,,-0.8906,punchy / dark / minimal,punchy,-0.74047,-1.34787,211928939,,-0.6467,,,-0.4341,-0.6709,,,-0.0182,
0.9479,,,-0.4487,,,percussive / minimal / vocal,percussive,-0.39659,-0.82067,126877242,,-0.3086,-0.5313,-0.5521,-0.6026,,,,,
,,,,0.2529,0.7169,deep / punchy / piano,deep,0.00076,-1.28208,22693494,,,,,0.2858,1.157,,0.3153,0.8586,
,1.5026,,1.0323,,,deep / dark / raw,deep,-0.08244,-0.01122,113179824,,,0.8658,0.786,1.5125,1.5686,,,,
,,,,,-0.5818,punchy / deep / piano,punchy,-1.43693,-1.80754,123677344,,-1.2355,,,-1.4521,-0.1605,,-1.3125,-0.0585,
0.9369,,-0.0529,,-0.1629,-0.2986,punchy / percussive / dark,punchy,0.42817,-0.66561,233500590,,,,,0.0679,,,,1.3162,
-0.6291,-0.6529,,-0.6182,,,minimal / hypnotic / vocal,minimal,-1.02921,-0.88789,49170941,,-0.0166,,,,-0.6482,,-0.6034,,
-0.6791,,,,,-1.1039,deep / percussive / punchy,deep,-1.09495,-1.71555,115957579,,,-1.0365,,-1.1205,-0.2735,,,-0.789,
,1.0625,,,,1.2562,minimal / instrumental / piano,minimal,0.65615,0.84631,132557171,1.0233,1.6588,1.6548,,,,1.0634,,,
1.0948,,1.8243,,1.5493,,euphoric / intense / atmospheric,euphoric,0.92116,1.03327,99853174,,,,,1.07,,,1.0228,,1.1652
-0.621,-1.3392,-1.0693,,,,percussive / euphoric / driving,percussive,-1.24518,-1.25866,69964830,-1.225,,,-1.2151,-1.3337,,,,,
,,,,,0.5715,hypnotic / atmospheric / minimal,hypnotic,-0.06966,0.36589,198527270,0.7038,0.9575,,,,0.8819,,1.3366,,1.1877
1.4498,,1.2341,,1.0802,,percussive / punchy / dark,percussive,1.23505,0.11716,137209330,,,,1.0969,1.2464,,,,1.3134,
,-0.0329,,-0.255,,,minimal / raw / dreamy,minimal,-0.69719,-0.59326,109903774,-0.0346,0.3293,,,-0.0641,,,-0.3077,,
,,,-0.0332,,,minimal / dreamy / deep,minimal,-0.7702,-0.2489,224344557,0.0981,0.4586,,,,0.019,-0.0629,0.0143,,
-0.0001,-0.3517,,-0.1173,,,percussive / vocal / raw,percussive,-0.98215,-0.63613,97540400,-0.4317,,,,-0.7015,-0.6073,,,,
1.4347,,1.1138,,0.8231,,percussive / euphoric / intense,percussive,0.72508,0.56185,41384663,,,,,,,0.7426,0.5724,0.7404,
0.6664,,0.465,0.0414,0.6035,,percussive / intense / euphoric,percussive,0.08602,-0.25958,160922718,,,-0.2372,,,,,,-0.2407,
,0.4563,-0.637,0.0144,,,raw / vocal / deep,raw,-1.35932,-0.8938,236766330,,,-0.4835,,-0.5702,-0.2035,,,,
0.2667,-1.093,-1.6798,-0.2091,,,percussive / vocal / raw,percussive,-1.79443,-1.83736,250466784,-1.4027,,-1.2184,,,,,,,
,-0.5084,,0.5274,,-0.5466,vocal / dreamy / minimal,vocal,-1.61142,-0.92015,238129462,-0.107,-0.1805,-0.3706,,,,,,,
,,1.9394,,1.9553,,warm / punchy / driving,warm,1.60503,1.54152,155804197,,,,1.978,1.8036,,2.2333,,2.203,
1.4647,,1.3434,,1.516,1.2278,atmospheric / intense / percussive,atmospheric,1.11534,0.94127,158816620,,,,,,,,1.2776,,1.559
1.875,-0.3939,,,,,percussive / minimal / raw,percussive,-0.21432,-0.84358,105552432,-0.4005,-0.2761,,,,-0.7094,-0.6059,,,
0.0962,,,-1.4437,,,percussive / minimal / deep,percussive,-1.66911,-1.99926,160292894,-1.5894,-1.3676,-1.71,,,-1.3835,,,,
0.4128,,,,0.7275,,punchy / intense / hypnotic,punchy,0.57011,-0.11262,229412760,,,,,0.3602,,0.1846,0.426,1.0584,
-0.253,,,,-0.2158,-0.1739,punchy / hypnotic / warm,punchy,-0.37104,-0.44732,260389235,,,,,,,-0.0579,0.0435,0.1165,
,,,,0.9798,,hypnotic / minimal / punchy,hypnotic,0.62896,0.74215,131053904,,1.2473,,,1.0885,,,1.4713,1.2227,1.1391
,,0.7981,,0.7934,,punchy / dark / euphoric,punchy,0.65085,0.44724,38022788,,,,,1.1704,,0.72,0.7196,1.2223,
,,,,,-0.9522,deep / dark / punchy,deep,-1.23608,-1.83373,92905345,,,,,-0.2015,-0.0679,,-1.068,-0.3837,-1.3398
2.705,,2.0863,,,,percussive / warm / euphoric,percussive,1.72524,1.63978,36679630,,,,1.5367,,1.5813,2.1382,1.5584,,
,,,,,0.3102,deep / dreamy / piano,deep,-0.90378,-0.57446,21700433,0.3557,0.2663,-0.0105,,,0.6665,,,,0.0964
